id,x,y,z,date_mpu,time_mpu,time_float
474,-4000,-2860,14984,2022-03-26,18:06:00,18.1
475,-4080,-2884,14812,2022-03-26,18:06:16,18.1044
476,-4180,-2980,14924,2022-03-26,18:06:31,18.1086
477,-4056,-2956,14888,2022-03-26,18:06:47,18.1131
478,-4004,-3008,14988,2022-03-26,18:07:03,18.1175
479,-4140,-2984,14964,2022-03-26,18:07:18,18.1217
480,-4124,-2948,14940,2022-03-26,18:07:34,18.1261
481,-4212,-2964,14964,2022-03-26,18:07:50,18.1306
482,-4052,-2900,14912,2022-03-26,18:08:05,18.1347
483,-4076,-2912,15000,2022-03-26,18:08:21,18.1392
484,-4092,-2924,14984,2022-03-26,18:08:37,18.1436
485,-4188,-2876,15104,2022-03-26,18:08:52,18.1478
486,-4160,-2964,14944,2022-03-26,18:09:08,18.1522
487,-4084,-2948,15080,2022-03-26,18:09:24,18.1567
488,-4096,-2896,15044,2022-03-26,18:09:39,18.1608
489,-4164,-2876,14828,2022-03-26,18:09:55,18.1653
490,-4120,-2896,14868,2022-03-26,18:10:11,18.1697
491,-4240,-2856,14880,2022-03-26,18:10:26,18.1739
492,-4036,-2964,14972,2022-03-26,18:10:42,18.1783
493,-4116,-2924,15148,2022-03-26,18:10:58,18.1828
494,-4152,-2860,14956,2022-03-26,18:11:13,18.1869
495,-4080,-2932,14980,2022-03-26,18:11:29,18.1914
496,-3996,-2928,14948,2022-03-26,18:11:45,18.1958
497,-4084,-2940,14980,2022-03-26,18:12:01,18.2003
498,-4016,-2940,14852,2022-03-26,18:12:16,18.2044
499,-4064,-2956,15128,2022-03-26,18:12:32,18.2089
500,-4032,-2964,15028,2022-03-26,18:12:48,18.2133
501,-4128,-3012,14856,2022-03-26,18:13:03,18.2175
502,-4104,-2880,15024,2022-03-26,18:13:19,18.2219
503,-4052,-3000,14984,2022-03-26,18:13:35,18.2264
504,-4044,-2896,14956,2022-03-26,18:13:50,18.2306
505,-4120,-2964,14952,2022-03-26,18:14:06,18.235
506,-4072,-2936,14832,2022-03-26,18:14:22,18.2394
507,-4140,-2904,14916,2022-03-26,18:14:37,18.2436
508,-4072,-2872,14936,2022-03-26,18:14:53,18.2481
509,-700,444,15676,2022-03-27,17:34:13,17.5703
510,-672,464,15752,2022-03-27,17:34:31,17.5753
511,-772,448,15876,2022-03-27,17:34:46,17.5794
512,-732,432,15844,2022-03-27,17:35:02,17.5839
513,-756,420,15820,2022-03-27,17:35:18,17.5883
514,-704,364,15784,2022-03-27,17:35:33,17.5925
515,-740,376,15768,2022-03-27,17:35:49,17.5969
516,-732,424,15752,2022-03-27,17:36:05,17.6014
517,-808,476,15720,2022-03-27,17:36:20,17.6056
518,-720,472,15780,2022-03-27,17:36:36,17.61
519,-776,440,15668,2022-03-27,17:36:52,17.6144
520,-776,408,15796,2022-03-27,17:37:07,17.6186
521,-812,440,15848,2022-03-27,17:37:23,17.6231
522,-844,400,15820,2022-03-27,17:37:39,17.6275
523,-784,424,15800,2022-03-27,17:37:54,17.6317
524,-768,436,15796,2022-03-27,17:38:10,17.6361
525,-756,452,15656,2022-03-27,17:38:26,17.6406
526,-796,388,15636,2022-03-27,17:38:41,17.6447
527,-752,432,15768,2022-03-27,17:38:57,17.6492
528,-776,492,15776,2022-03-27,17:39:13,17.6536
529,-728,400,15728,2022-03-27,17:39:29,17.6581
530,-740,468,15804,2022-03-27,17:39:44,17.6622
531,-768,464,15680,2022-03-27,17:40:00,17.6667
532,-788,432,15796,2022-03-27,17:40:15,17.6708
533,-808,428,15824,2022-03-27,17:40:31,17.6753
534,-808,376,15756,2022-03-27,17:40:47,17.6797
535,-724,392,15840,2022-03-27,17:41:03,17.6842
536,-720,496,15760,2022-03-27,17:41:18,17.6883
537,-684,424,15700,2022-03-27,17:41:34,17.6928
538,-716,424,15896,2022-03-27,17:41:49,17.6969
539,-812,396,15752,2022-03-27,17:42:05,17.7014
540,-752,460,15704,2022-03-27,17:42:21,17.7058
541,-764,400,15640,2022-03-27,17:42:37,17.7103
542,-720,436,15776,2022-03-27,17:42:52,17.7144
543,-752,448,15680,2022-03-27,17:43:08,17.7189
544,-748,376,15792,2022-03-27,17:43:24,17.7233
545,-704,432,15748,2022-03-27,17:43:39,17.7275
546,-732,440,15880,2022-03-27,17:43:55,17.7319
547,-796,384,15752,2022-03-27,17:44:10,17.7361
548,-776,428,15768,2022-03-27,17:44:26,17.7406
549,-780,460,15816,2022-03-27,17:44:42,17.745
550,-776,336,15784,2022-03-27,17:44:58,17.7494
551,-780,464,15836,2022-03-27,17:45:13,17.7536
552,-748,428,15592,2022-03-27,17:45:29,17.7581
553,-772,384,15696,2022-03-27,17:45:45,17.7625
554,-740,420,15732,2022-03-27,17:46:00,17.7667
555,-740,364,15764,2022-03-27,17:46:16,17.7711
556,-776,480,15840,2022-03-27,17:46:32,17.7756
557,-756,436,15716,2022-03-27,17:46:47,17.7797
558,-748,388,15760,2022-03-27,17:47:03,17.7842
559,-744,392,15812,2022-03-27,17:47:19,17.7886
560,-704,416,15772,2022-03-27,17:47:34,17.7928
561,-728,392,15760,2022-03-27,17:47:50,17.7972
562,-712,372,15860,2022-03-27,17:48:05,17.8014
563,-748,400,15852,2022-03-27,17:48:21,17.8058
564,-780,512,15784,2022-03-27,17:48:37,17.8103
565,-824,404,15712,2022-03-27,17:48:52,17.8144
566,-720,328,15780,2022-03-27,17:49:08,17.8189
567,-800,364,15736,2022-03-27,17:49:24,17.8233
568,-760,392,15736,2022-03-27,17:49:39,17.8275
569,-804,412,15904,2022-03-27,17:49:55,17.8319
570,-764,396,15824,2022-03-27,17:50:11,17.8364
571,-772,416,15772,2022-03-27,17:50:26,17.8406
572,-740,416,15720,2022-03-27,17:50:42,17.845
573,-728,404,15708,2022-03-27,17:50:58,17.8494
574,-752,484,15648,2022-03-27,17:51:13,17.8536
575,-764,444,15752,2022-03-27,17:51:29,17.8581
576,-760,416,15692,2022-03-27,17:51:45,17.8625
577,-760,460,15784,2022-03-27,17:52:00,17.8667
578,-776,436,15820,2022-03-27,17:52:16,17.8711
579,-840,384,15768,2022-03-27,17:52:32,17.8756
580,-812,404,15908,2022-03-27,17:52:47,17.8797
581,-768,428,15844,2022-03-27,17:53:03,17.8842
582,-740,408,15784,2022-03-27,17:53:19,17.8886
583,-772,512,15780,2022-03-27,17:53:34,17.8928
584,-792,420,15904,2022-03-27,17:53:50,17.8972
585,-736,404,15824,2022-03-27,17:54:06,17.9017
586,-764,420,15824,2022-03-27,17:54:21,17.9058
587,-788,456,15788,2022-03-27,17:54:37,17.9103
588,-812,432,15828,2022-03-27,17:54:53,17.9147
589,-760,452,15844,2022-03-27,17:55:08,17.9189
590,-736,380,15872,2022-03-27,17:55:24,17.9233
591,-712,460,15752,2022-03-27,17:55:40,17.9278
592,-764,332,15716,2022-03-27,17:55:55,17.9319
593,-780,456,15784,2022-03-27,17:56:11,17.9364
594,-756,456,15592,2022-03-27,17:56:27,17.9408
595,-800,440,15840,2022-03-27,17:56:42,17.945
596,-812,408,15768,2022-03-27,17:56:58,17.9494
597,-728,408,15760,2022-03-27,17:57:14,17.9539
598,-776,420,15760,2022-03-27,17:57:29,17.9581
599,-768,388,15668,2022-03-27,17:57:45,17.9625
600,-764,396,15860,2022-03-27,17:58:01,17.9669
601,-880,384,15940,2022-03-27,17:58:16,17.9711
602,-820,416,15696,2022-03-27,17:58:32,17.9756
603,-800,352,15824,2022-03-27,17:58:48,17.98
604,-780,452,15908,2022-03-27,17:59:03,17.9842
605,-792,340,16016,2022-03-27,17:59:19,17.9886
606,-792,364,15840,2022-03-27,17:59:35,17.9931
607,-800,356,15800,2022-03-27,17:59:50,17.9972
608,-756,308,15872,2022-03-27,18:00:06,18.0017
609,-816,388,15744,2022-03-27,18:00:22,18.0061
610,-792,364,15720,2022-03-27,18:00:37,18.0103
611,-796,372,15620,2022-03-27,18:00:53,18.0147
612,-788,400,15736,2022-03-27,18:01:09,18.0192
613,-728,344,15600,2022-03-27,18:01:24,18.0233
614,-788,400,15776,2022-03-27,18:01:40,18.0278
615,-720,416,15700,2022-03-27,18:01:56,18.0322
616,-832,376,15780,2022-03-27,18:02:11,18.0364
617,-816,396,15860,2022-03-27,18:02:27,18.0408
618,-788,364,15704,2022-03-27,18:02:43,18.0453
619,-864,368,15820,2022-03-27,18:02:58,18.0494
620,-752,360,15760,2022-03-27,18:03:14,18.0539
621,-772,376,15800,2022-03-27,18:03:30,18.0583
622,-812,372,15812,2022-03-27,18:03:45,18.0625
623,-756,412,15684,2022-03-27,18:04:01,18.0669
624,-732,388,15816,2022-03-27,18:04:17,18.0714
625,-804,344,15732,2022-03-27,18:04:32,18.0756
626,-796,428,15700,2022-03-27,18:04:48,18.08
627,-840,352,15916,2022-03-27,18:05:04,18.0844
628,-836,384,15856,2022-03-27,18:05:19,18.0886
629,-764,364,15808,2022-03-27,18:05:35,18.0931
630,-644,344,15912,2022-03-27,18:05:51,18.0975
631,-796,504,15820,2022-03-27,18:06:06,18.1017
632,-836,388,15696,2022-03-27,18:06:22,18.1061
633,-860,276,15812,2022-03-27,18:06:38,18.1106
634,-752,348,15744,2022-03-27,18:06:53,18.1147
635,-824,672,15708,2022-03-27,18:07:09,18.1192
636,-860,320,15804,2022-03-27,18:07:25,18.1236
637,-768,372,15872,2022-03-27,18:07:40,18.1278
638,-804,456,15720,2022-03-27,18:07:56,18.1322
639,-860,412,15928,2022-03-27,18:08:12,18.1367
640,-824,448,15764,2022-03-27,18:08:27,18.1408
641,-844,468,15904,2022-03-27,18:08:43,18.1453
642,-760,416,15880,2022-03-27,18:08:59,18.1497
643,-772,396,15756,2022-03-27,18:09:14,18.1539
644,-772,352,15752,2022-03-27,18:09:30,18.1583
645,-736,468,15844,2022-03-27,18:09:46,18.1628
646,-792,372,15824,2022-03-27,18:10:01,18.1669
647,-792,324,15648,2022-03-27,18:10:17,18.1714
648,-780,480,15848,2022-03-27,18:10:33,18.1758
649,-732,528,15788,2022-03-27,18:10:48,18.18
650,-828,456,15724,2022-03-27,18:11:04,18.1844
651,-712,316,15868,2022-03-27,18:11:20,18.1889
652,-764,456,15792,2022-03-27,18:11:35,18.1931
653,-832,464,15800,2022-03-27,18:11:51,18.1975
654,-772,388,15724,2022-03-27,18:12:07,18.2019
655,-752,368,15764,2022-03-27,18:12:22,18.2061
656,-800,432,15712,2022-03-27,18:12:38,18.2106
657,-816,352,15796,2022-03-27,18:12:54,18.215
658,-808,384,15768,2022-03-27,18:13:09,18.2192
659,-772,432,15720,2022-03-27,18:13:25,18.2236
660,-800,408,15768,2022-03-27,18:13:41,18.2281
661,-800,392,15672,2022-03-27,18:13:56,18.2322
662,-716,440,15544,2022-03-27,18:14:12,18.2367
663,-840,436,15880,2022-03-27,18:14:28,18.2411
664,-796,464,15720,2022-03-27,18:14:43,18.2453
665,-796,364,15692,2022-03-27,18:14:59,18.2497
666,-792,440,15720,2022-03-27,18:15:15,18.2542
667,-816,436,15756,2022-03-27,18:15:30,18.2583
668,-756,392,15788,2022-03-27,18:15:46,18.2628
669,-744,404,15732,2022-03-27,18:16:02,18.2672
670,-788,344,15808,2022-03-27,18:16:17,18.2714
671,-804,420,15884,2022-03-27,18:16:33,18.2758
672,-788,476,15828,2022-03-27,18:16:49,18.2803
673,-780,452,15768,2022-03-27,18:17:04,18.2844
674,-712,444,15752,2022-03-27,18:17:20,18.2889
675,-792,456,15768,2022-03-27,18:17:36,18.2933
676,-832,388,15712,2022-03-27,18:17:51,18.2975
677,-852,424,15648,2022-03-27,18:18:07,18.3019
678,-820,284,15720,2022-03-27,18:18:23,18.3064
679,-792,416,15704,2022-03-27,18:18:38,18.3106
680,-780,396,15776,2022-03-27,18:18:54,18.315
681,-772,436,15680,2022-03-27,18:19:10,18.3194
682,-788,348,15804,2022-03-27,18:19:25,18.3236
683,-772,400,15768,2022-03-27,18:19:41,18.3281
684,-800,324,15740,2022-03-27,18:19:57,18.3325
685,-864,420,15652,2022-03-27,18:20:12,18.3367
686,-676,560,15884,2022-03-27,18:20:28,18.3411
687,-748,356,15568,2022-03-27,18:20:44,18.3456
688,-792,304,15764,2022-03-27,18:20:59,18.3497
689,-776,420,15640,2022-03-27,18:21:15,18.3542
690,-784,432,15900,2022-03-27,18:21:31,18.3586
691,-840,324,15736,2022-03-27,18:21:46,18.3628
692,-772,432,15784,2022-03-27,18:22:02,18.3672
693,-756,356,15816,2022-03-27,18:22:18,18.3717
694,-828,400,15836,2022-03-27,18:22:33,18.3758
695,-796,348,15660,2022-03-27,18:22:49,18.3803
696,-852,428,15756,2022-03-27,18:23:05,18.3847
697,-692,404,15892,2022-03-27,18:23:20,18.3889
698,-820,368,15680,2022-03-27,18:23:36,18.3933
699,-808,392,15772,2022-03-27,18:23:52,18.3978
700,-816,480,15704,2022-03-27,18:24:07,18.4019
