id,x,y,z,date_mpu,time_mpu,time_float
574,-1188,1012,15652,2022-03-25,22:24:42,22.4117
575,-1212,968,15608,2022-03-25,22:24:57,22.4158
576,-1176,1044,15612,2022-03-25,22:25:13,22.4203
577,-1180,956,15816,2022-03-25,22:25:29,22.4247
578,-1180,952,15680,2022-03-25,22:25:44,22.4289
579,-1268,1012,15688,2022-03-25,22:26:00,22.4333
580,-1268,996,15700,2022-03-25,22:26:16,22.4378
581,-1224,1004,15704,2022-03-25,22:26:31,22.4419
582,-1220,976,15680,2022-03-25,22:26:47,22.4464
583,-1168,968,15868,2022-03-25,22:27:03,22.4508
584,-1216,1016,15664,2022-03-25,22:27:18,22.455
585,-1136,992,15672,2022-03-25,22:27:34,22.4594
586,-1196,1012,15792,2022-03-25,22:27:50,22.4639
587,-1180,1052,15676,2022-03-25,22:28:05,22.4681
588,-1208,924,15720,2022-03-25,22:28:21,22.4725
589,-1316,864,15324,2022-03-25,22:28:37,22.4769
590,-1132,1012,15752,2022-03-25,22:28:52,22.4811
591,-1376,888,15908,2022-03-25,22:29:08,22.4856
592,-1232,932,15752,2022-03-25,22:29:24,22.49
593,-1232,920,15656,2022-03-25,22:29:39,22.4942
594,-1212,1056,16092,2022-03-25,22:29:55,22.4986
595,-1068,968,15868,2022-03-25,22:30:11,22.5031
596,-1232,992,15704,2022-03-25,22:30:26,22.5072
597,-1192,924,15732,2022-03-25,22:30:42,22.5117
598,-1132,940,15660,2022-03-25,22:30:58,22.5161
599,-1092,980,15644,2022-03-25,22:31:13,22.5203
600,-1248,948,15684,2022-03-25,22:31:29,22.5247
601,-1184,924,15496,2022-03-25,22:31:45,22.5292
602,-1152,976,15800,2022-03-25,22:32:00,22.5333
603,-1188,1000,15696,2022-03-25,22:32:16,22.5378
604,-1260,980,15700,2022-03-25,22:32:32,22.5422
605,-1184,944,15732,2022-03-25,22:32:48,22.5467
606,-1292,976,15880,2022-03-25,22:33:03,22.5508
607,-1080,1008,15816,2022-03-25,22:33:19,22.5553
608,-1224,1036,15908,2022-03-25,22:33:35,22.5597
609,-1172,1000,15688,2022-03-25,22:33:50,22.5639
610,-1140,964,15708,2022-03-25,22:34:06,22.5683
611,-1140,976,15676,2022-03-25,22:34:21,22.5725
612,-1196,1036,15916,2022-03-25,22:34:37,22.5769
613,-1184,1048,15760,2022-03-25,22:34:53,22.5814
614,-1180,964,15672,2022-03-25,22:35:08,22.5856
615,-1208,980,15668,2022-03-25,22:35:24,22.59
616,-1212,1020,15704,2022-03-25,22:35:40,22.5944
617,-1216,968,15740,2022-03-25,22:35:55,22.5986
618,-1196,972,15632,2022-03-25,22:36:11,22.6031
619,-1184,996,15676,2022-03-25,22:36:27,22.6075
620,-1156,944,15792,2022-03-25,22:36:43,22.6119
621,-1176,996,15672,2022-03-25,22:36:58,22.6161
622,-1192,1008,15672,2022-03-25,22:37:14,22.6206
623,-1252,952,15828,2022-03-25,22:37:30,22.625
624,-1192,992,15736,2022-03-25,22:37:45,22.6292
625,-1216,1032,15740,2022-03-25,22:38:01,22.6336
626,-1124,1012,15856,2022-03-25,22:38:17,22.6381
627,-1212,1012,15752,2022-03-25,22:38:32,22.6422
628,-1172,1060,15756,2022-03-25,22:38:48,22.6467
629,-1128,916,15668,2022-03-25,22:39:04,22.6511
630,-1204,980,15700,2022-03-25,22:39:19,22.6553
631,-1224,912,15668,2022-03-25,22:39:35,22.6597
632,-1180,944,15732,2022-03-25,22:39:51,22.6642
633,-1188,1024,15748,2022-03-25,22:40:06,22.6683
634,-1220,1004,15756,2022-03-25,22:40:22,22.6728
635,-1188,964,15676,2022-03-25,22:40:38,22.6772
636,-1216,964,15732,2022-03-25,22:40:53,22.6814
637,-1260,984,15664,2022-03-25,22:41:09,22.6858
638,-1268,988,15612,2022-03-25,22:41:25,22.6903
639,-1104,928,15644,2022-03-25,22:41:40,22.6944
640,-1140,952,15664,2022-03-25,22:41:56,22.6989
641,-1168,992,15760,2022-03-25,22:42:12,22.7033
642,-1144,972,15584,2022-03-25,22:42:27,22.7075
643,-1172,1008,15768,2022-03-25,22:42:43,22.7119
644,-1096,992,15640,2022-03-25,22:42:59,22.7164
645,-1120,1016,15664,2022-03-25,22:43:14,22.7206
646,-1184,972,15752,2022-03-25,22:43:30,22.725
647,-1140,992,15792,2022-03-25,22:43:46,22.7294
648,-1160,1024,15672,2022-03-25,22:44:01,22.7336
649,-1176,944,15672,2022-03-25,22:44:17,22.7381
650,-1132,972,15684,2022-03-25,22:44:33,22.7425
651,-1244,940,15836,2022-03-25,22:44:48,22.7467
652,-1212,916,15828,2022-03-25,22:45:04,22.7511
653,-1172,992,15600,2022-03-25,22:45:20,22.7556
654,-1160,1024,15684,2022-03-25,22:45:35,22.7597
655,-1104,1004,15824,2022-03-25,22:45:51,22.7642
656,-1144,1000,15652,2022-03-25,22:46:07,22.7686
657,-1216,996,15680,2022-03-25,22:46:22,22.7728
658,-1204,984,15732,2022-03-25,22:46:38,22.7772
659,-1220,1008,15776,2022-03-25,22:46:54,22.7817
660,-1240,972,15716,2022-03-25,22:47:09,22.7858
661,-1156,996,15716,2022-03-25,22:47:25,22.7903
662,-1200,904,15796,2022-03-25,22:47:41,22.7947
663,-1208,900,15800,2022-03-25,22:47:56,22.7989
664,-1168,952,15776,2022-03-25,22:48:12,22.8033
665,-1180,1000,15676,2022-03-25,22:48:28,22.8078
666,-1188,1024,15636,2022-03-25,22:48:43,22.8119
667,-1208,924,15740,2022-03-25,22:48:59,22.8164
668,-1240,1036,15720,2022-03-25,22:49:15,22.8208
669,-1224,984,15696,2022-03-25,22:49:30,22.825
670,-1176,960,15840,2022-03-25,22:49:46,22.8294
671,-1180,972,15640,2022-03-25,22:50:02,22.8339
672,-1140,964,15532,2022-03-25,22:50:17,22.8381
673,-1176,988,15740,2022-03-25,22:50:33,22.8425
674,-1228,936,15796,2022-03-25,22:50:49,22.8469
675,-1124,1028,15700,2022-03-25,22:51:05,22.8514
676,-1208,1032,15824,2022-03-25,22:51:20,22.8556
677,-1200,1032,15668,2022-03-25,22:51:36,22.86
678,-1212,880,15756,2022-03-25,22:51:52,22.8644
679,-1192,1024,15776,2022-03-25,22:52:07,22.8686
680,-1184,924,15728,2022-03-25,22:52:23,22.8731
681,-1212,1000,15736,2022-03-25,22:52:39,22.8775
682,-1216,948,15720,2022-03-25,22:52:54,22.8817
683,-1180,1052,15660,2022-03-25,22:53:10,22.8861
684,-1188,976,15724,2022-03-25,22:53:26,22.8906
685,-1200,1028,15748,2022-03-25,22:53:41,22.8947
686,-1176,932,15620,2022-03-25,22:53:57,22.8992
687,-1124,960,15664,2022-03-25,22:54:13,22.9036
688,-1112,980,15732,2022-03-25,22:54:28,22.9078
689,-1200,1004,15708,2022-03-25,22:54:44,22.9122
690,-1172,928,15648,2022-03-25,22:55:00,22.9167
691,-1164,980,15772,2022-03-25,22:55:15,22.9208
692,-1200,992,15636,2022-03-25,22:55:31,22.9253
693,-1244,976,15852,2022-03-25,22:55:47,22.9297
694,-1196,992,15824,2022-03-25,22:56:02,22.9339
695,-1160,944,15632,2022-03-25,22:56:18,22.9383
696,-1136,972,15780,2022-03-25,22:56:34,22.9428
697,-1136,996,15648,2022-03-25,22:56:49,22.9469
698,-1188,940,15848,2022-03-25,22:57:05,22.9514
699,-1216,916,15632,2022-03-25,22:57:21,22.9558
700,-1184,1012,15736,2022-03-25,22:57:36,22.96
701,-1100,1012,15704,2022-03-25,22:57:52,22.9644
702,-1152,1036,15648,2022-03-25,22:58:08,22.9689
703,-1152,900,15724,2022-03-25,22:58:23,22.9731
704,-1196,972,15752,2022-03-25,22:58:39,22.9775
705,-1140,972,15696,2022-03-25,22:58:55,22.9819
706,-1220,972,15740,2022-03-25,22:59:10,22.9861
707,-1116,1032,15712,2022-03-25,22:59:26,22.9906
708,-1156,1032,15664,2022-03-25,22:59:42,22.995
709,-1208,960,15792,2022-03-25,22:59:57,22.9992
710,-1176,964,15772,2022-03-25,23:00:13,23.0036
711,-1192,948,15628,2022-03-25,23:00:29,23.0081
712,-1156,992,15696,2022-03-25,23:00:44,23.0122
713,-1172,984,15724,2022-03-25,23:01:00,23.0167
714,-1216,972,15772,2022-03-25,23:01:16,23.0211
715,-1288,1040,15708,2022-03-25,23:01:31,23.0253
716,-1188,988,15704,2022-03-25,23:01:47,23.0297
717,-1164,1112,15732,2022-03-25,23:02:03,23.0342
718,-1220,964,15708,2022-03-25,23:02:18,23.0383
719,-1168,1052,15716,2022-03-25,23:02:34,23.0428
720,-1176,932,15676,2022-03-25,23:02:50,23.0472
721,-1168,988,15716,2022-03-25,23:03:05,23.0514
722,-1208,1028,15596,2022-03-25,23:03:21,23.0558
723,-1208,996,15684,2022-03-25,23:03:37,23.0603
724,-1200,940,15684,2022-03-25,23:03:52,23.0644
725,-1216,972,15796,2022-03-25,23:04:08,23.0689
726,-1204,900,15672,2022-03-25,23:04:24,23.0733
727,-1200,984,15800,2022-03-25,23:04:39,23.0775
728,-1140,1048,15736,2022-03-25,23:04:55,23.0819
729,-1180,952,15740,2022-03-25,23:05:11,23.0864
730,-1172,952,15796,2022-03-25,23:05:26,23.0906
731,-1128,1016,15704,2022-03-25,23:05:42,23.095
732,-1172,972,15748,2022-03-25,23:05:58,23.0994
733,-1168,960,15780,2022-03-25,23:06:13,23.1036
734,-1152,924,15596,2022-03-25,23:06:29,23.1081
735,-1176,996,15816,2022-03-25,23:06:45,23.1125
736,-1200,928,15756,2022-03-25,23:07:00,23.1167
737,-1216,972,15780,2022-03-25,23:07:16,23.1211
738,-1152,980,15592,2022-03-25,23:07:32,23.1256
739,-1160,1016,15780,2022-03-25,23:07:48,23.13
740,-1204,980,15760,2022-03-25,23:08:03,23.1342
741,-1184,952,15776,2022-03-25,23:08:19,23.1386
742,-1256,908,15876,2022-03-25,23:08:35,23.1431
